  #K-Path    Energy        Ti        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    1.939   -0.5112     0.208     0.168
    1.959   -0.5897     0.256     0.152
    1.980   -0.6717     0.288     0.144
    2.000   -0.7542     0.304     0.136
    2.020   -0.7740     0.760     0.000
    2.041   -0.7706     0.760     0.000
    2.061   -0.7666     0.760     0.000
    2.081   -0.7622     0.760     0.000
    2.102   -0.7574     0.760     0.000
    2.122   -0.7093     0.596     0.016
    2.142   -0.6589     0.604     0.016
    2.163   -0.6109     0.616     0.016
    2.183   -0.5656     0.624     0.016
    2.203   -0.5233     0.636     0.016
    2.224   -0.4841     0.648     0.016
    2.244   -0.4482     0.656     0.016
    2.265   -0.4154     0.672     0.008
    2.285   -0.3857     0.680     0.008
    2.285   -0.3857     0.678     0.012
    2.314   -0.3837     0.680     0.008
    2.343   -0.3777     0.680     0.008
    2.373   -0.3682     0.684     0.012
    2.402   -0.3557     0.688     0.016
    2.431   -0.3407     0.692     0.012
    2.460   -0.3240     0.688     0.016
    2.490   -0.3063     0.696     0.016
    2.519   -0.2882     0.700     0.016
    2.548   -0.2703     0.700     0.016
    2.577   -0.2534     0.704     0.016
    2.607   -0.2378     0.708     0.016
    2.636   -0.2240     0.712     0.016
    2.665   -0.2124     0.712     0.016
    2.695   -0.2031     0.720     0.016
    2.724   -0.1962     0.720     0.016
    2.753   -0.1911     0.724     0.020
    2.782   -0.1871     0.724     0.016
    2.812   -0.1825     0.724     0.020
    2.841   -0.1746     0.716     0.020
    2.841   -0.1746     0.716     0.020
    2.870   -0.1720     0.716     0.018
    2.899   -0.1642     0.716     0.020
    2.929   -0.1513     0.718     0.020
    2.958   -0.1334     0.718     0.018
    2.987   -0.1106     0.718     0.020
    3.016   -0.0832     0.720     0.018
    3.046   -0.0516     0.720     0.018
    3.075   -0.0162     0.720     0.016
    3.104    0.0223     0.720     0.018
    3.133    0.0629     0.720     0.016
    3.163    0.1040     0.716     0.016
    3.192    0.1431     0.708     0.014
    3.221    0.1764     0.698     0.018
    3.250    0.1980     0.682     0.020
    3.280    0.1486     0.580     0.040
    3.309    0.1007     0.576     0.042
    3.338    0.0615     0.572     0.040
    3.368    0.0384     0.576     0.038
    3.397    0.0423     0.577     0.038
    3.397    0.0423     0.577     0.038
    3.438   -0.0007     0.564     0.040
    3.480   -0.0442     0.556     0.040
    3.521   -0.0828     0.544     0.040
    3.562   -0.1108     0.532     0.040
    3.604   -0.1239     0.528     0.044
    3.645   -0.1196     0.520     0.044
    3.686   -0.0983     0.520     0.040
    3.728   -0.0622     0.520     0.036
    3.769   -0.0147     0.520     0.032
    3.811    0.0156     0.714     0.010
    3.852   -0.0571     0.708     0.012
    3.893   -0.1255     0.702     0.012
    3.935   -0.1884     0.696     0.012
    3.976   -0.2446     0.692     0.012
    4.018   -0.2930     0.688     0.010
    4.059   -0.3324     0.682     0.012
    4.100   -0.3616     0.682     0.012
    4.142   -0.3796     0.680     0.008
    4.183   -0.3857     0.680     0.008
    4.183   -0.1937     0.416     0.096
    4.203   -0.2046     0.464     0.084
    4.224   -0.2260     0.496     0.072
    4.244   -0.2507     0.504     0.068
    4.264   -0.2774     0.508     0.068
    4.285   -0.3053     0.508     0.068
    4.305   -0.3341     0.504     0.064
    4.326   -0.3637     0.500     0.064
    4.346   -0.3937     0.496     0.068
    4.366   -0.4239     0.496     0.068
    4.387   -0.4215     0.676     0.024
    4.407   -0.3866     0.680     0.024
    4.427   -0.3536     0.688     0.024
    4.448   -0.3226     0.692     0.024
    4.468   -0.2934     0.696     0.024
    4.488   -0.2660     0.704     0.020
    4.509   -0.2405     0.708     0.020
    4.529   -0.2168     0.712     0.020
    4.549   -0.1948     0.712     0.024
    4.570   -0.1746     0.718     0.020
    4.570   -0.1387     0.492     0.064
    4.590   -0.1394     0.490     0.068
    4.610   -0.1414     0.492     0.064
    4.631   -0.1448     0.492     0.068
    4.651   -0.1496     0.490     0.064
    4.671   -0.1556     0.490     0.068
    4.692   -0.1630     0.490     0.068
    4.712   -0.1716     0.488     0.068
    4.733   -0.1814     0.488     0.072
    4.753   -0.1924     0.486     0.072
    4.773   -0.2044     0.484     0.072
    4.794   -0.2175     0.484     0.072
    4.814   -0.2315     0.484     0.072
    4.834   -0.2463     0.482     0.076
    4.855   -0.2234     0.554     0.044
    4.875   -0.1735     0.558     0.042
    4.895   -0.1220     0.564     0.040
    4.916   -0.0690     0.566     0.040
    4.936   -0.0142     0.574     0.038
    4.956    0.0423     0.579     0.037
 
# Band-Index:   58
    4.956    0.0423     0.578     0.039
    4.936   -0.0142     0.574     0.040
    4.916   -0.0690     0.570     0.042
    4.895   -0.1220     0.562     0.040
    4.875   -0.1735     0.560     0.044
    4.855   -0.2234     0.552     0.044
    4.834   -0.2463     0.480     0.072
    4.814   -0.2315     0.482     0.072
    4.794   -0.2175     0.484     0.072
    4.773   -0.2044     0.484     0.072
    4.753   -0.1924     0.486     0.068
    4.733   -0.1814     0.488     0.072
    4.712   -0.1716     0.490     0.068
    4.692   -0.1630     0.488     0.072
    4.671   -0.1556     0.490     0.068
    4.651   -0.1496     0.490     0.068
    4.631   -0.1448     0.492     0.068
    4.610   -0.1414     0.492     0.068
    4.590   -0.1394     0.490     0.068
    4.570   -0.1387     0.492     0.064
    4.570   -0.1746     0.718     0.020
    4.549   -0.1948     0.712     0.024
    4.529   -0.2168     0.712     0.020
    4.509   -0.2405     0.708     0.020
    4.488   -0.2660     0.704     0.020
    4.468   -0.2934     0.696     0.024
    4.448   -0.3226     0.692     0.024
    4.427   -0.3536     0.688     0.024
    4.407   -0.3866     0.680     0.024
    4.387   -0.4215     0.676     0.024
    4.366   -0.4239     0.496     0.068
    4.346   -0.3937     0.496     0.068
    4.326   -0.3637     0.500     0.064
    4.305   -0.3341     0.504     0.064
    4.285   -0.3053     0.508     0.068
    4.264   -0.2774     0.508     0.068
    4.244   -0.2507     0.504     0.068
    4.224   -0.2260     0.496     0.072
    4.203   -0.2046     0.464     0.084
    4.183   -0.1937     0.416     0.096
    4.183   -0.3857     0.680     0.012
    4.142   -0.3796     0.678     0.012
    4.100   -0.3616     0.682     0.012
    4.059   -0.3324     0.682     0.012
    4.018   -0.2930     0.688     0.012
    3.976   -0.2446     0.692     0.010
    3.935   -0.1884     0.696     0.010
    3.893   -0.1255     0.704     0.012
    3.852   -0.0571     0.708     0.012
    3.811    0.0156     0.714     0.010
    3.769   -0.0147     0.520     0.032
    3.728   -0.0622     0.520     0.036
    3.686   -0.0983     0.520     0.040
    3.645   -0.1196     0.520     0.044
    3.604   -0.1239     0.528     0.044
    3.562   -0.1108     0.532     0.040
    3.521   -0.0828     0.544     0.040
    3.480   -0.0442     0.556     0.040
    3.438   -0.0007     0.564     0.040
    3.397    0.0423     0.579     0.038
    3.397    0.0423     0.579     0.038
    3.368    0.0384     0.574     0.040
    3.338    0.0615     0.572     0.040
    3.309    0.1007     0.574     0.040
    3.280    0.1486     0.578     0.042
    3.250    0.1980     0.678     0.020
    3.221    0.1764     0.696     0.018
    3.192    0.1431     0.708     0.016
    3.163    0.1040     0.716     0.014
    3.133    0.0629     0.718     0.014
    3.104    0.0223     0.722     0.016
    3.075   -0.0162     0.720     0.016
    3.046   -0.0516     0.722     0.016
    3.016   -0.0832     0.720     0.018
    2.987   -0.1106     0.718     0.020
    2.958   -0.1334     0.718     0.020
    2.929   -0.1513     0.716     0.018
    2.899   -0.1642     0.716     0.020
    2.870   -0.1720     0.716     0.020
    2.841   -0.1746     0.716     0.020
    2.841   -0.1746     0.716     0.020
    2.812   -0.1825     0.724     0.020
    2.782   -0.1871     0.724     0.016
    2.753   -0.1911     0.724     0.020
    2.724   -0.1962     0.720     0.016
    2.695   -0.2031     0.720     0.016
    2.665   -0.2124     0.712     0.016
    2.636   -0.2240     0.712     0.016
    2.607   -0.2378     0.708     0.016
    2.577   -0.2534     0.704     0.016
    2.548   -0.2703     0.700     0.016
    2.519   -0.2882     0.700     0.016
    2.490   -0.3063     0.696     0.016
    2.460   -0.3240     0.688     0.016
    2.431   -0.3407     0.692     0.012
    2.402   -0.3557     0.688     0.016
    2.373   -0.3682     0.684     0.012
    2.343   -0.3777     0.680     0.008
    2.314   -0.3837     0.680     0.008
    2.285   -0.3857     0.678     0.012
    2.285   -0.3857     0.678     0.012
    2.265   -0.4154     0.672     0.008
    2.244   -0.4482     0.656     0.016
    2.224   -0.4841     0.648     0.016
    2.203   -0.5233     0.636     0.016
    2.183   -0.5656     0.624     0.016
    2.163   -0.6109     0.616     0.016
    2.142   -0.6535     0.784     0.000
    2.122   -0.6476     0.784     0.000
    2.102   -0.6420     0.784     0.000
    2.081   -0.6368     0.784     0.000
    2.061   -0.6321     0.784     0.000
    2.041   -0.6278     0.784     0.000
    2.020   -0.6241     0.784     0.000
    2.000   -0.6208     0.784     0.000
    1.980   -0.6182     0.784     0.000
    1.959   -0.5897     0.256     0.152
    1.939   -0.5112     0.208     0.168
    1.919   -0.4450     0.136     0.192
    1.898   -0.4154     0.080     0.208
    1.898   -0.4154     0.080     0.208
    1.857   -0.4127     0.088     0.208
    1.815   -0.4049     0.088     0.208
    1.774   -0.3920     0.088     0.208
    1.733   -0.3744     0.096     0.200
    1.691   -0.4137     0.200     0.160
    1.650   -0.3764     0.536     0.028
    1.609   -0.2981     0.128     0.192
    1.567   -0.2674     0.144     0.184
    1.526   -0.2356     0.160     0.176
    1.484   -0.2039     0.176     0.168
    1.443   -0.1578     0.776     0.000
    1.402   -0.1613     0.664     0.016
    1.360   -0.1654     0.640     0.020
    1.319   -0.1671     0.612     0.032
    1.277   -0.1650     0.584     0.040
    1.236   -0.1587     0.552     0.048
    1.195   -0.1499     0.520     0.060
    1.153   -0.1419     0.500     0.064
    1.112   -0.1387     0.494     0.064
    1.112   -0.1387     0.492     0.064
    1.083   -0.1542     0.512     0.060
    1.053   -0.1755     0.532     0.056
    1.024   -0.2036     0.556     0.048
    0.995   -0.2387     0.572     0.044
    0.966   -0.2701     0.476     0.088
    0.936   -0.2409     0.468     0.088
    0.907   -0.2190     0.460     0.088
    0.878   -0.2034     0.456     0.088
    0.849   -0.1932     0.452     0.092
    0.819   -0.1871     0.444     0.092
    0.790   -0.1842     0.440     0.092
    0.761   -0.1835     0.432     0.096
    0.732   -0.1845     0.428     0.096
    0.702   -0.1863     0.424     0.096
    0.673   -0.1884     0.424     0.096
    0.644   -0.1905     0.420     0.096
    0.614   -0.1922     0.420     0.096
    0.585   -0.1933     0.416     0.096
    0.556   -0.1937     0.420     0.096
    0.556   -0.1937     0.416     0.096
    0.527   -0.1824     0.744     0.008
    0.497   -0.2112     0.752     0.008
    0.468   -0.2422     0.760     0.008
    0.439   -0.2748     0.760     0.000
    0.410   -0.3084     0.768     0.000
    0.380   -0.3423     0.768     0.000
    0.351   -0.4038     0.568     0.000
    0.322   -0.4789     0.712     0.008
    0.293   -0.4408     0.776     0.000
    0.263   -0.4011     0.648     0.016
    0.234   -0.3511     0.656     0.016
    0.205   -0.3541     0.520     0.040
    0.176   -0.3857     0.184     0.160
    0.146   -0.3676     0.136     0.192
    0.117   -0.3852     0.120     0.200
    0.088   -0.3985     0.104     0.200
    0.059   -0.4079     0.096     0.208
    0.029   -0.4135     0.088     0.208
    0.000   -0.4154     0.080     0.208
 
# Band-Index:   59
    0.000   -0.3502     0.464     0.000
    0.029   -0.2793     0.128     0.176
    0.059   -0.2889     0.136     0.176
    0.088   -0.3047     0.144     0.176
    0.117   -0.3263     0.160     0.168
    0.146   -0.3535     0.168     0.168
    0.176   -0.3458     0.160     0.184
    0.205   -0.3193     0.184     0.176
    0.234   -0.3494     0.728     0.008
    0.263   -0.3894     0.720     0.008
    0.293   -0.4327     0.720     0.008
    0.322   -0.4090     0.776     0.000
    0.351   -0.3761     0.776     0.000
    0.380   -0.2808     0.568     0.000
    0.410   -0.1495     0.568     0.000
    0.439   -0.0977     0.688     0.016
    0.468   -0.1042     0.704     0.016
    0.497   -0.1168     0.712     0.008
    0.527   -0.1345     0.728     0.008
    0.556   -0.1566     0.736     0.008
    0.556   -0.1566     0.736     0.008
    0.585   -0.1539     0.736     0.008
    0.614   -0.1455     0.736     0.008
    0.644   -0.1316     0.736     0.004
    0.673   -0.1123     0.740     0.008
    0.702   -0.0874     0.736     0.008
    0.732   -0.0572     0.740     0.004
    0.761   -0.0217     0.740     0.004
    0.790    0.0190     0.740     0.004
    0.819    0.0648     0.740     0.004
    0.849    0.0647     0.488     0.068
    0.878    0.0283     0.480     0.072
    0.907   -0.0056     0.472     0.072
    0.936   -0.0361     0.464     0.076
    0.966   -0.0626     0.460     0.076
    0.995   -0.0844     0.456     0.076
    1.024   -0.1017     0.456     0.076
    1.053   -0.1151     0.460     0.076
    1.083   -0.1266     0.476     0.072
    1.112   -0.1387     0.490     0.068
    1.112   -0.1387     0.492     0.064
    1.153   -0.1419     0.500     0.064
    1.195   -0.1499     0.520     0.060
    1.236   -0.0945     0.376     0.104
    1.277   -0.0966     0.336     0.112
    1.319   -0.1066     0.296     0.128
    1.360   -0.1236     0.264     0.136
    1.402   -0.1465     0.232     0.152
    1.443   -0.1565     0.684     0.008
    1.484   -0.1525     0.700     0.008
    1.526   -0.1506     0.712     0.008
    1.567   -0.1610     0.592     0.020
    1.609   -0.2676     0.568     0.024
    1.650   -0.3268     0.112     0.192
    1.691   -0.3524     0.104     0.200
    1.733   -0.3690     0.176     0.168
    1.774   -0.3307     0.160     0.168
    1.815   -0.3012     0.144     0.176
    1.857   -0.2825     0.136     0.176
    1.898   -0.3502     0.464     0.000
    1.898   -0.3502     0.464     0.000
    1.919   -0.3481     0.464     0.000
    1.939   -0.3418     0.464     0.000
    1.959   -0.3312     0.464     0.000
    1.980   -0.3164     0.464     0.000
    2.000   -0.2975     0.464     0.000
    2.020   -0.2743     0.464     0.000
    2.041   -0.2469     0.472     0.000
    2.061   -0.2154     0.472     0.000
    2.081   -0.2205     0.744     0.008
    2.102   -0.2290     0.740     0.008
    2.122   -0.2388     0.736     0.008
    2.142   -0.2501     0.732     0.008
    2.163   -0.2631     0.728     0.008
    2.183   -0.2779     0.720     0.008
    2.203   -0.2947     0.716     0.008
    2.224   -0.3137     0.704     0.008
    2.244   -0.3350     0.696     0.008
    2.265   -0.3590     0.688     0.008
    2.285   -0.3857     0.678     0.012
    2.285   -0.3857     0.682     0.008
    2.314   -0.3816     0.680     0.012
    2.343   -0.3694     0.680     0.008
    2.373   -0.3490     0.684     0.012
    2.402   -0.3206     0.684     0.012
    2.431   -0.2843     0.680     0.008
    2.460   -0.2402     0.684     0.012
    2.490   -0.1884     0.684     0.012
    2.519   -0.1294     0.684     0.008
    2.548   -0.0632     0.688     0.008
    2.577    0.0096     0.684     0.004
    2.607    0.0887     0.688     0.004
    2.636    0.1269     0.624     0.044
