  #K-Path    Energy        Ti        Ga        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    0.410   -4.5222     0.176     0.108     0.183
    0.381   -4.6057     0.240     0.023     0.069
    0.351   -4.6962     0.240     0.023     0.070
    0.322   -4.7802     0.240     0.023     0.070
    0.293   -4.8577     0.240     0.022     0.070
    0.264   -4.9284     0.240     0.022     0.070
    0.234   -4.9921     0.240     0.022     0.070
    0.205   -5.0486     0.240     0.022     0.070
    0.176   -5.0980     0.240     0.022     0.070
    0.146   -5.1399     0.240     0.022     0.070
    0.117   -5.1744     0.248     0.022     0.069
    0.088   -5.0687     0.152     0.015     0.207
    0.059   -4.9210     0.144     0.009     0.208
    0.029   -4.8341     0.200     0.005     0.236
    0.000   -4.8274     0.200     0.006     0.236
 
# Band-Index:   43
    0.000   -4.6480     0.112     0.018     0.246
    0.029   -4.7474     0.136     0.016     0.208
    0.059   -4.8391     0.192     0.012     0.230
    0.088   -4.8573     0.192     0.016     0.231
    0.117   -4.8699     0.192     0.025     0.228
    0.146   -4.8734     0.192     0.037     0.222
    0.176   -4.8658     0.184     0.049     0.215
    0.205   -4.8476     0.184     0.059     0.211
    0.234   -4.8201     0.184     0.069     0.207
    0.264   -4.7846     0.184     0.076     0.202
    0.293   -4.7423     0.184     0.083     0.200
    0.322   -4.6940     0.184     0.089     0.195
    0.351   -4.6406     0.176     0.095     0.192
    0.381   -4.5830     0.176     0.101     0.188
    0.410   -4.5090     0.240     0.023     0.068
    0.439   -4.4064     0.240     0.024     0.066
    0.469   -4.2982     0.248     0.024     0.067
    0.498   -4.1846     0.248     0.025     0.068
    0.527   -4.0666     0.248     0.027     0.067
    0.556   -3.9652     0.248     0.044     0.058
    0.556   -3.9652     0.248     0.044     0.058
    0.586   -3.9731     0.168     0.025     0.207
    0.615   -4.0907     0.152     0.015     0.206
    0.644   -4.2450     0.144     0.012     0.204
    0.674   -4.4114     0.144     0.011     0.203
    0.703   -4.5817     0.136     0.010     0.200
    0.732   -4.7524     0.136     0.010     0.200
    0.762   -4.9218     0.128     0.010     0.201
    0.791   -5.0889     0.128     0.010     0.202
    0.820   -5.2531     0.128     0.010     0.204
    0.849   -5.4138     0.120     0.010     0.203
    0.879   -5.5707     0.120     0.010     0.204
    0.908   -5.7234     0.120     0.010     0.204
    0.937   -5.8717     0.112     0.010     0.206
    0.967   -6.0147     0.112     0.008     0.206
    0.996   -6.0756     0.096     0.007     0.243
    1.025   -6.0016     0.096     0.010     0.243
    1.054   -5.9219     0.096     0.011     0.242
    1.084   -5.8379     0.096     0.012     0.240
    1.113   -5.7604     0.100     0.020     0.233
    1.113   -5.7604     0.104     0.020     0.234
    1.154   -5.8365     0.100     0.017     0.236
    1.196   -5.8492     0.104     0.023     0.231
    1.237   -5.8070     0.108     0.015     0.229
    1.279   -5.6942     0.104     0.020     0.233
    1.320   -5.6574     0.108     0.020     0.235
    1.362   -5.6130     0.112     0.019     0.234
    1.403   -5.5613     0.116     0.019     0.234
    1.444   -5.5027     0.120     0.019     0.236
    1.486   -5.4380     0.124     0.018     0.233
    1.527   -5.3677     0.128     0.017     0.233
    1.569   -5.2931     0.140     0.017     0.234
    1.610   -5.2156     0.148     0.016     0.233
    1.651   -5.1368     0.156     0.015     0.235
    1.693   -5.0593     0.168     0.013     0.234
    1.734   -5.1132     0.240     0.022     0.070
    1.776   -5.0333     0.160     0.009     0.213
    1.817   -4.9107     0.152     0.007     0.211
    1.859   -4.7667     0.140     0.013     0.213
    1.900   -4.6480     0.112     0.018     0.246
    1.900   -4.6480     0.112     0.018     0.246
    1.920   -4.6483     0.112     0.018     0.246
    1.941   -4.6492     0.112     0.017     0.246
    1.961   -4.6507     0.120     0.017     0.246
    1.982   -4.6527     0.120     0.016     0.246
    2.002   -4.6552     0.120     0.015     0.245
    2.022   -4.6581     0.120     0.014     0.246
    2.043   -4.6611     0.128     0.013     0.245
    2.063   -4.6639     0.128     0.012     0.245
    2.083   -4.6642     0.136     0.011     0.233
    2.104   -4.6238     0.216     0.020     0.114
    2.124   -4.5457     0.112     0.008     0.258
    2.145   -4.5577     0.120     0.009     0.256
    2.165   -4.5702     0.128     0.009     0.256
    2.185   -4.5828     0.128     0.009     0.254
    2.206   -4.5954     0.136     0.010     0.252
    2.226   -4.6076     0.144     0.011     0.250
    2.247   -4.6185     0.144     0.012     0.250
    2.267   -4.6267     0.152     0.013     0.250
    2.287   -4.6299     0.152     0.013     0.248
    2.287   -4.6299     0.152     0.013     0.248
    2.317   -4.6544     0.152     0.016     0.243
    2.346   -4.6847     0.152     0.000     0.247
    2.375   -4.6724     0.152     0.000     0.247
    2.405   -4.6553     0.152     0.000     0.246
    2.434   -4.6332     0.152     0.000     0.245
    2.463   -4.6064     0.152     0.000     0.245
    2.492   -4.5749     0.152     0.000     0.244
    2.522   -4.5387     0.152     0.000     0.244
    2.551   -4.4980     0.160     0.000     0.243
    2.580   -4.4529     0.160     0.000     0.241
    2.610   -4.4034     0.160     0.000     0.240
    2.639   -4.3498     0.160     0.000     0.239
    2.668   -4.2922     0.168     0.000     0.237
    2.697   -4.2308     0.168     0.000     0.235
    2.727   -4.1658     0.168     0.000     0.233
    2.756   -4.0975     0.176     0.000     0.230
    2.785   -4.0262     0.176     0.000     0.228
    2.815   -3.9523     0.184     0.000     0.225
    2.844   -3.9251     0.192     0.030     0.207
    2.844   -3.9251     0.192     0.030     0.207
    2.873   -3.9546     0.184     0.029     0.207
    2.902   -4.0343     0.176     0.028     0.206
    2.932   -4.1465     0.168     0.026     0.205
    2.961   -4.2773     0.160     0.025     0.204
    2.990   -4.4179     0.152     0.024     0.204
    3.020   -4.5633     0.152     0.023     0.204
    3.049   -4.7107     0.144     0.023     0.204
    3.078   -4.8582     0.136     0.022     0.206
    3.107   -5.0046     0.136     0.022     0.206
    3.137   -5.1491     0.128     0.022     0.206
    3.166   -5.2910     0.128     0.021     0.207
    3.195   -5.4299     0.120     0.021     0.209
    3.225   -5.5653     0.120     0.021     0.209
    3.254   -5.6971     0.120     0.020     0.209
    3.283   -5.8248     0.112     0.020     0.212
    3.313   -5.9482     0.112     0.019     0.213
    3.342   -6.0670     0.112     0.019     0.214
    3.371   -6.1801     0.112     0.016     0.213
    3.400   -6.2656     0.104     0.003     0.221
    3.400   -6.2656     0.104     0.003     0.221
    3.442   -6.2581     0.104     0.000     0.222
    3.483   -6.2412     0.104     0.000     0.222
    3.525   -6.2133     0.104     0.000     0.220
    3.566   -6.1743     0.108     0.000     0.220
    3.607   -6.1243     0.112     0.000     0.220
    3.649   -6.0635     0.112     0.000     0.220
    3.690   -5.9921     0.112     0.000     0.220
    3.732   -5.9103     0.112     0.000     0.218
    3.773   -5.8184     0.116     0.000     0.220
    3.815   -5.7168     0.116     0.000     0.222
    3.856   -5.6061     0.116     0.000     0.220
    3.897   -5.4868     0.120     0.000     0.220
    3.939   -5.3600     0.128     0.000     0.222
    3.980   -5.2270     0.128     0.000     0.224
    4.022   -5.0849     0.132     0.033     0.211
    4.063   -4.9368     0.140     0.030     0.217
    4.105   -4.7951     0.148     0.025     0.226
    4.146   -4.6791     0.148     0.018     0.240
    4.187   -4.6299     0.152     0.013     0.248
    4.187   -3.9652     0.248     0.044     0.058
    4.208   -3.9601     0.248     0.044     0.058
    4.228   -3.9448     0.248     0.044     0.059
    4.249   -3.9358     0.200     0.030     0.206
    4.269   -3.9353     0.200     0.030     0.207
    4.289   -3.9346     0.200     0.030     0.206
    4.310   -3.9339     0.200     0.030     0.206
    4.330   -3.9330     0.200     0.030     0.206
    4.350   -3.9322     0.200     0.030     0.206
    4.371   -3.9312     0.192     0.030     0.207
    4.391   -3.9303     0.192     0.030     0.205
    4.412   -3.9294     0.192     0.030     0.205
    4.432   -3.9285     0.192     0.030     0.205
    4.452   -3.9277     0.192     0.030     0.207
    4.473   -3.9269     0.192     0.030     0.207
    4.493   -3.9263     0.192     0.030     0.207
    4.514   -3.9258     0.192     0.030     0.207
    4.534   -3.9254     0.192     0.030     0.207
    4.554   -3.9252     0.192     0.030     0.207
    4.575   -3.9251     0.192     0.030     0.207
    4.575   -5.7604     0.100     0.020     0.234
    4.595   -5.7627     0.100     0.020     0.233
    4.616   -5.7695     0.100     0.020     0.233
    4.636   -5.7807     0.104     0.020     0.233
    4.656   -5.7960     0.104     0.020     0.232
    4.677   -5.8153     0.104     0.020     0.231
    4.697   -5.8381     0.104     0.020     0.229
    4.717   -5.8641     0.104     0.020     0.228
    4.738   -5.8930     0.104     0.019     0.228
    4.758   -5.9242     0.104     0.019     0.226
    4.779   -5.9574     0.104     0.019     0.223
    4.799   -5.9923     0.108     0.018     0.223
    4.819   -6.0284     0.104     0.018     0.222
    4.840   -6.0653     0.108     0.017     0.219
    4.860   -6.1027     0.104     0.017     0.220
    4.881   -6.1402     0.104     0.016     0.218
    4.901   -6.1773     0.108     0.015     0.217
    4.921   -6.2133     0.108     0.012     0.217
    4.942   -6.2460     0.108     0.007     0.216
    4.962   -6.2656     0.104     0.003     0.221
 
# Band-Index:   44
    4.962   -6.2637     0.108     0.000     0.221
    4.942   -6.2460     0.108     0.007     0.216
    4.921   -6.2133     0.108     0.012     0.217
    4.901   -6.1773     0.108     0.015     0.217
    4.881   -6.1402     0.104     0.016     0.218
    4.860   -6.1027     0.104     0.017     0.220
    4.840   -6.0653     0.108     0.017     0.219
    4.819   -6.0284     0.104     0.018     0.222
    4.799   -5.9923     0.108     0.018     0.223
    4.779   -5.9574     0.104     0.019     0.223
    4.758   -5.9242     0.104     0.019     0.226
    4.738   -5.8930     0.104     0.019     0.228
    4.717   -5.8641     0.104     0.020     0.228
    4.697   -5.8381     0.104     0.020     0.229
    4.677   -5.8153     0.104     0.020     0.231
    4.656   -5.7960     0.104     0.020     0.232
    4.636   -5.7807     0.104     0.020     0.233
    4.616   -5.7695     0.100     0.020     0.233
    4.595   -5.7627     0.100     0.020     0.233
    4.575   -5.7604     0.100     0.020     0.234
    4.575   -3.8793     0.192     0.001     0.221
    4.554   -3.8793     0.192     0.001     0.221
    4.534   -3.8795     0.192     0.001     0.221
    4.514   -3.8797     0.192     0.001     0.221
    4.493   -3.8800     0.192     0.001     0.221
    4.473   -3.8804     0.192     0.001     0.221
    4.452   -3.8808     0.192     0.001     0.221
    4.432   -3.8813     0.192     0.001     0.221
    4.412   -3.8818     0.192     0.001     0.221
    4.391   -3.8824     0.192     0.001     0.221
    4.371   -3.8829     0.192     0.001     0.221
    4.350   -3.8835     0.192     0.001     0.220
    4.330   -3.8840     0.192     0.001     0.220
    4.310   -3.8846     0.192     0.001     0.220
    4.289   -3.8851     0.200     0.001     0.220
    4.269   -3.8883     0.224     0.027     0.131
    4.249   -3.9200     0.248     0.044     0.061
    4.228   -3.9362     0.200     0.030     0.206
    4.208   -3.9364     0.200     0.031     0.206
    4.187   -3.9365     0.200     0.031     0.206
    4.187   -3.9550     0.164     0.076     0.102
    4.146   -3.9246     0.164     0.079     0.100
    4.105   -3.8401     0.172     0.087     0.097
    4.063   -3.7184     0.188     0.095     0.093
    4.022   -3.5878     0.212     0.090     0.085
    3.980   -3.4947     0.240     0.064     0.081
    3.939   -3.4737     0.252     0.062     0.107
    3.897   -3.6040     0.224     0.067     0.144
    3.856   -3.8089     0.204     0.069     0.157
    3.815   -4.0383     0.184     0.069     0.164
    3.773   -4.2796     0.168     0.069     0.172
    3.732   -4.5267     0.152     0.068     0.177
    3.690   -4.7751     0.144     0.065     0.179
    3.649   -5.0216     0.136     0.061     0.184
    3.607   -5.2635     0.128     0.056     0.190
    3.566   -5.4982     0.120     0.050     0.194
    3.525   -5.7227     0.116     0.042     0.199
    3.483   -5.9336     0.112     0.033     0.204
    3.442   -6.1249     0.108     0.022     0.210
    3.400   -6.2637     0.108     0.000     0.221
    3.400   -6.2637     0.108     0.000     0.220
    3.371   -6.1578     0.112     0.001     0.218
    3.342   -6.0435     0.112     0.001     0.220
    3.313   -5.9245     0.112     0.001     0.219
    3.283   -5.8011     0.112     0.001     0.219
    3.254   -5.6735     0.120     0.001     0.218
    3.225   -5.5419     0.120     0.001     0.218
    3.195   -5.4065     0.120     0.001     0.215
    3.166   -5.2675     0.128     0.001     0.215
    3.137   -5.1254     0.128     0.001     0.215
    3.107   -4.9805     0.136     0.001     0.213
    3.078   -4.8335     0.136     0.001     0.214
    3.049   -4.6851     0.144     0.001     0.213
    3.020   -4.5363     0.152     0.001     0.213
    2.990   -4.3889     0.152     0.001     0.212
    2.961   -4.2457     0.160     0.001     0.213
    2.932   -4.1115     0.168     0.001     0.214
    2.902   -3.9949     0.176     0.001     0.215
    2.873   -3.9109     0.184     0.001     0.219
    2.844   -3.8793     0.192     0.001     0.221
    2.844   -3.8793     0.192     0.001     0.221
    2.815   -3.9075     0.192     0.035     0.204
    2.785   -3.8614     0.192     0.044     0.196
    2.756   -3.7985     0.200     0.052     0.189
    2.727   -3.7267     0.208     0.057     0.180
    2.697   -3.6507     0.216     0.060     0.173
    2.668   -3.5735     0.224     0.062     0.166
    2.639   -3.5418     0.160     0.083     0.102
    2.610   -3.6050     0.160     0.082     0.101
    2.580   -3.6638     0.160     0.080     0.102
    2.551   -3.7176     0.160     0.080     0.103
    2.522   -3.7664     0.160     0.079     0.102
    2.492   -3.8099     0.160     0.078     0.102
    2.463   -3.8479     0.160     0.077     0.102
    2.434   -3.8804     0.160     0.077     0.102
    2.405   -3.9071     0.160     0.077     0.102
    2.375   -3.9280     0.160     0.076     0.101
    2.346   -3.9430     0.160     0.076     0.101
    2.317   -3.9520     0.160     0.076     0.101
